"Date","Winner1","Winner Probability","Loser1","Loser Probability","Site","Category","Winner_Actual","Model"
2024-02-27,"Dallas Stars",0.528663940277031,"Colorado Avalanche",0.471336059722969,"Playing At:  Colorado Avalanche   Home","55 >","Colorado Avalanche",0
2024-02-27,"Tampa Bay Lightning",0.500102060666396,"Philadelphia Flyers",0.499897939333604,"Playing At:  Philadelphia Flyers   Home","55 >","Philadelphia Flyers",0
2024-02-28,"New York Rangers",0.756820935137013,"Columbus Blue Jackets",0.243179064862987,"Playing At:  New York Rangers   Home","70-80","New York Rangers",1
2024-02-28,"Edmonton Oilers",0.748679463068673,"St. Louis Blues",0.251320536931327,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-02-29,"Florida Panthers",0.844146879734471,"Montreal Canadiens",0.155853120265529,"Playing At:  Florida Panthers   Home","80-85","Florida Panthers",1
2024-02-29,"Carolina Hurricanes",0.814229410125311,"Columbus Blue Jackets",0.185770589874689,"Playing At:  Columbus Blue Jackets   Home","80-85","Carolina Hurricanes",1
2024-02-29,"Tampa Bay Lightning",0.749998175848883,"Buffalo Sabres",0.250001824151117,"Playing At:  Tampa Bay Lightning   Home","70-80","Buffalo Sabres",0
2024-02-29,"Vancouver Canucks",0.722643954723447,"Los Angeles Kings",0.277356045276553,"Playing At:  Vancouver Canucks   Home","70-80","Los Angeles Kings",0
2024-02-29,"Colorado Avalanche",0.696151104333238,"Chicago Blackhawks",0.303848895666762,"Playing At:  Chicago Blackhawks   Home","60-70","Colorado Avalanche",1
2024-02-29,"Winnipeg Jets",0.686928615303733,"Dallas Stars",0.313071384696267,"Playing At:  Dallas Stars   Home","60-70","Dallas Stars",0
2024-02-29,"San Jose Sharks",0.682240639423167,"Anaheim Ducks",0.317759360576833,"Playing At:  San Jose Sharks   Home","60-70","Anaheim Ducks",0
2024-02-29,"Boston Bruins",0.652888129731142,"Vegas Golden Knights",0.347111870268858,"Playing At:  Boston Bruins   Home","60-70","Boston Bruins",1
2024-02-29,"Detroit Red Wings",0.626484257749475,"New York Islanders",0.373515742250525,"Playing At:  Detroit Red Wings   Home","60-70","New York Islanders",0
2024-02-29,"Nashville Predators",0.555184885311319,"Minnesota Wild",0.444815114688681,"Playing At:  Nashville Predators   Home","55-60","Nashville Predators",1
2024-02-29,"Toronto Maple Leafs",0.527449343952187,"Arizona Coyotes",0.472550656047813,"Playing At:  Toronto Maple Leafs   Home","55 >","Toronto Maple Leafs",1
2024-02-29,"Seattle Kraken",0.521350122584025,"Pittsburgh Penguins",0.478649877415975,"Playing At:  Seattle Kraken   Home","55 >","Seattle Kraken",1
2024-03-01,"New Jersey Devils",0.689366808455581,"Anaheim Ducks",0.310633191544419,"Playing At:  Anaheim Ducks   Home","60-70","Anaheim Ducks",0
2024-03-01,"Philadelphia Flyers",0.545376027219249,"Washington Capitals",0.454623972780751,"Playing At:  Washington Capitals   Home","55 >","Washington Capitals",0
2024-03-01,"Arizona Coyotes",0.533390468838334,"Ottawa Senators",0.466609531161666,"Playing At:  Ottawa Senators   Home","55 >","Arizona Coyotes",1
2024-03-02,"Edmonton Oilers",0.802743986405711,"Seattle Kraken",0.197256013594289,"Playing At:  Seattle Kraken   Home","80-85","Edmonton Oilers",1
2024-03-02,"Tampa Bay Lightning",0.797408314354028,"Montreal Canadiens",0.202591685645972,"Playing At:  Tampa Bay Lightning   Home","70-80","Tampa Bay Lightning",1
2024-03-02,"Dallas Stars",0.776805908062169,"San Jose Sharks",0.223194091937831,"Playing At:  Dallas Stars   Home","70-80","Dallas Stars",1
2024-03-02,"Philadelphia Flyers",0.774483809479634,"Ottawa Senators",0.225516190520366,"Playing At:  Philadelphia Flyers   Home","70-80","Philadelphia Flyers",1
2024-03-02,"Calgary Flames",0.647062090251909,"Pittsburgh Penguins",0.352937909748091,"Playing At:  Calgary Flames   Home","60-70","Calgary Flames",1
2024-03-02,"Winnipeg Jets",0.619333677431008,"Carolina Hurricanes",0.380666322568992,"Playing At:  Carolina Hurricanes   Home","60-70","Winnipeg Jets",1
2024-03-02,"Minnesota Wild",0.605163957545682,"St. Louis Blues",0.394836042454318,"Playing At:  St. Louis Blues   Home","60-70","St. Louis Blues",0
2024-03-02,"Florida Panthers",0.603200772177282,"Detroit Red Wings",0.396799227822718,"Playing At:  Detroit Red Wings   Home","60-70","Florida Panthers",1
2024-03-02,"New York Rangers",0.557006348151543,"Toronto Maple Leafs",0.442993651848457,"Playing At:  Toronto Maple Leafs   Home","55-60","Toronto Maple Leafs",0
2024-03-02,"Boston Bruins",0.540136716828208,"New York Islanders",0.459863283171792,"Playing At:  New York Islanders   Home","55 >","New York Islanders",0
2024-03-02,"Nashville Predators",0.539997738338853,"Colorado Avalanche",0.460002261661147,"Playing At:  Nashville Predators   Home","55 >","Nashville Predators",1
2024-03-02,"Columbus Blue Jackets",0.520415316040429,"Chicago Blackhawks",0.479584683959571,"Playing At:  Chicago Blackhawks   Home","55 >","Columbus Blue Jackets",1
2024-03-02,"Vegas Golden Knights",0.508900305180529,"Buffalo Sabres",0.491099694819471,"Playing At:  Buffalo Sabres   Home","55 >","Buffalo Sabres",0
2024-03-03,"Minnesota Wild",0.874767216921189,"San Jose Sharks",0.125232783078811,"Playing At:  Minnesota Wild   Home","85 <","Minnesota Wild",1
2024-03-03,"Edmonton Oilers",0.822147951395322,"Pittsburgh Penguins",0.177852048604678,"Playing At:  Edmonton Oilers   Home","80-85","Edmonton Oilers",1
2024-03-03,"Winnipeg Jets",0.814790027735939,"Buffalo Sabres",0.185209972264061,"Playing At:  Buffalo Sabres   Home","80-85","Winnipeg Jets",1
2024-03-03,"Vancouver Canucks",0.765003802948782,"Anaheim Ducks",0.234996197051218,"Playing At:  Anaheim Ducks   Home","70-80","Vancouver Canucks",1
2024-03-03,"Arizona Coyotes",0.597830498859897,"Washington Capitals",0.402169501140103,"Playing At:  Washington Capitals   Home","55-60","Arizona Coyotes",1
2024-03-03,"New Jersey Devils",0.582356615760858,"Los Angeles Kings",0.417643384239142,"Playing At:  Los Angeles Kings   Home","55-60","Los Angeles Kings",0
2024-03-04,"Colorado Avalanche",0.833139600907838,"Chicago Blackhawks",0.166860399092162,"Playing At:  Colorado Avalanche   Home","80-85","Colorado Avalanche",1
2024-03-04,"Vegas Golden Knights",0.704128023377271,"Columbus Blue Jackets",0.295871976622729,"Playing At:  Columbus Blue Jackets   Home","70-80","Columbus Blue Jackets",0
2024-03-04,"Calgary Flames",0.701292817362005,"Seattle Kraken",0.298707182637995,"Playing At:  Calgary Flames   Home","70-80","Seattle Kraken",0
2024-03-04,"Boston Bruins",0.669894513087218,"Toronto Maple Leafs",0.330105486912782,"Playing At:  Toronto Maple Leafs   Home","60-70","Boston Bruins",1
2024-03-04,"Florida Panthers",0.572083009112738,"New York Rangers",0.427916990887262,"Playing At:  New York Rangers   Home","55-60","Florida Panthers",1
2024-03-04,"Philadelphia Flyers",0.51252476637052,"St. Louis Blues",0.48747523362948,"Playing At:  Philadelphia Flyers   Home","55 >","St. Louis Blues",0
2024-03-05,"Winnipeg Jets",0.807163491530976,"Seattle Kraken",0.192836508469024,"Playing At:  Winnipeg Jets   Home","80-85","Seattle Kraken",0
2024-03-05,"Dallas Stars",0.754166628754275,"San Jose Sharks",0.245833371245725,"Playing At:  San Jose Sharks   Home","70-80","Dallas Stars",1
2024-03-05,"Nashville Predators",0.730051617762976,"Montreal Canadiens",0.269948382237024,"Playing At:  Nashville Predators   Home","70-80","Montreal Canadiens",0
2024-03-05,"Pittsburgh Penguins",0.68392536242058,"Columbus Blue Jackets",0.31607463757942,"Playing At:  Pittsburgh Penguins   Home","60-70","Pittsburgh Penguins",1
2024-03-05,"Arizona Coyotes",0.672227677359082,"Chicago Blackhawks",0.327772322640918,"Playing At:  Arizona Coyotes   Home","60-70","Chicago Blackhawks",0
2024-03-05,"Edmonton Oilers",0.657384143353687,"Boston Bruins",0.342615856646313,"Playing At:  Boston Bruins   Home","60-70","Edmonton Oilers",1
2024-03-05,"Vancouver Canucks",0.600489843058532,"Los Angeles Kings",0.399510156941468,"Playing At:  Los Angeles Kings   Home","60-70","Vancouver Canucks",1
2024-03-05,"New Jersey Devils",0.555641853646575,"Florida Panthers",0.444358146353425,"Playing At:  New Jersey Devils   Home","55-60","Florida Panthers",0
2024-03-05,"St. Louis Blues",0.548583364665739,"New York Islanders",0.451416635334261,"Playing At:  New York Islanders   Home","55 >","New York Islanders",0
2024-03-06,"Toronto Maple Leafs",0.673504460099519,"Buffalo Sabres",0.326495539900481,"Playing At:  Toronto Maple Leafs   Home","60-70","Toronto Maple Leafs",1
2024-03-06,"Ottawa Senators",0.605459934250631,"Anaheim Ducks",0.394540065749369,"Playing At:  Anaheim Ducks   Home","60-70","Anaheim Ducks",0
2024-03-06,"Colorado Avalanche",0.547863563541428,"Detroit Red Wings",0.452136436458572,"Playing At:  Colorado Avalanche   Home","55 >","Colorado Avalanche",1
2024-03-07,"Edmonton Oilers",0.821699014705731,"Columbus Blue Jackets",0.178300985294269,"Playing At:  Columbus Blue Jackets   Home","80-85","Columbus Blue Jackets",0
2024-03-07,"Carolina Hurricanes",0.817429503511403,"Montreal Canadiens",0.182570496488597,"Playing At:  Carolina Hurricanes   Home","80-85","Carolina Hurricanes",1
2024-03-07,"Nashville Predators",0.764069439529989,"Buffalo Sabres",0.235930560470011,"Playing At:  Nashville Predators   Home","70-80","Nashville Predators",1
2024-03-07,"New York Islanders",0.750558419541707,"San Jose Sharks",0.249441580458293,"Playing At:  San Jose Sharks   Home","70-80","New York Islanders",1
2024-03-07,"Florida Panthers",0.637000612761013,"Philadelphia Flyers",0.362999387238987,"Playing At:  Florida Panthers   Home","60-70","Philadelphia Flyers",0
2024-03-07,"Pittsburgh Penguins",0.624873760148967,"Washington Capitals",0.375126239851033,"Playing At:  Pittsburgh Penguins   Home","60-70","Washington Capitals",0
2024-03-07,"Tampa Bay Lightning",0.624841427254956,"Calgary Flames",0.375158572745044,"Playing At:  Tampa Bay Lightning   Home","60-70","Calgary Flames",0
2024-03-07,"Vancouver Canucks",0.609154157526197,"Vegas Golden Knights",0.390845842473803,"Playing At:  Vegas Golden Knights   Home","60-70","Vancouver Canucks",1
2024-03-07,"Toronto Maple Leafs",0.574356338056941,"Boston Bruins",0.425643661943059,"Playing At:  Boston Bruins   Home","55-60","Boston Bruins",0
2024-03-07,"Los Angeles Kings",0.569003336856735,"Ottawa Senators",0.430996663143265,"Playing At:  Los Angeles Kings   Home","55-60","Los Angeles Kings",1
2024-03-07,"Arizona Coyotes",0.553200578128275,"Minnesota Wild",0.446799421871725,"Playing At:  Arizona Coyotes   Home","55-60","Minnesota Wild",0
2024-03-07,"St. Louis Blues",0.520346836134888,"New Jersey Devils",0.479653163865112,"Playing At:  New Jersey Devils   Home","55 >","New Jersey Devils",0
2024-03-08,"Dallas Stars",0.785638966367082,"Anaheim Ducks",0.214361033632918,"Playing At:  Anaheim Ducks   Home","70-80","Dallas Stars",1
2024-03-08,"Winnipeg Jets",0.733256658081946,"Seattle Kraken",0.266743341918054,"Playing At:  Seattle Kraken   Home","70-80","Winnipeg Jets",1
2024-03-08,"Colorado Avalanche",0.696140264492105,"Minnesota Wild",0.303859735507895,"Playing At:  Colorado Avalanche   Home","60-70","Colorado Avalanche",1
2024-03-08,"Detroit Red Wings",0.586720266848861,"Arizona Coyotes",0.413279733151139,"Playing At:  Arizona Coyotes   Home","55-60","Arizona Coyotes",0
2024-03-09,"Edmonton Oilers",0.770582805857483,"Buffalo Sabres",0.229417194142517,"Playing At:  Buffalo Sabres   Home","70-80","Buffalo Sabres",0
2024-03-09,"Nashville Predators",0.703323878356189,"Columbus Blue Jackets",0.296676121643811,"Playing At:  Columbus Blue Jackets   Home","70-80","Nashville Predators",1
2024-03-09,"Toronto Maple Leafs",0.675289753172997,"Montreal Canadiens",0.324710246827003,"Playing At:  Montreal Canadiens   Home","60-70","Toronto Maple Leafs",1
2024-03-09,"Washington Capitals",0.668165377443335,"Chicago Blackhawks",0.331834622556665,"Playing At:  Washington Capitals   Home","60-70","Washington Capitals",1
2024-03-09,"Dallas Stars",0.581403508276216,"Los Angeles Kings",0.418596491723784,"Playing At:  Los Angeles Kings   Home","55-60","Dallas Stars",1
2024-03-09,"Ottawa Senators",0.572943585949515,"San Jose Sharks",0.427056414050485,"Playing At:  San Jose Sharks   Home","55-60","San Jose Sharks",0
2024-03-09,"Tampa Bay Lightning",0.572456412922726,"Philadelphia Flyers",0.427543587077274,"Playing At:  Tampa Bay Lightning   Home","55-60","Tampa Bay Lightning",1
2024-03-09,"Florida Panthers",0.563532541856876,"Calgary Flames",0.436467458143124,"Playing At:  Florida Panthers   Home","55-60","Florida Panthers",1
2024-03-09,"Boston Bruins",0.55237790697355,"Pittsburgh Penguins",0.44762209302645,"Playing At:  Boston Bruins   Home","55-60","Boston Bruins",1
2024-03-09,"New York Rangers",0.536143113211112,"St. Louis Blues",0.463856886788888,"Playing At:  New York Rangers   Home","55 >","New York Rangers",1
2024-03-09,"Carolina Hurricanes",0.535385001015036,"New Jersey Devils",0.464614998984964,"Playing At:  New Jersey Devils   Home","55 >","Carolina Hurricanes",1
2024-03-09,"Detroit Red Wings",0.52245406885087,"Vegas Golden Knights",0.47754593114913,"Playing At:  Vegas Golden Knights   Home","55 >","Vegas Golden Knights",0
2024-03-09,"Winnipeg Jets",0.507711269381225,"Vancouver Canucks",0.492288730618775,"Playing At:  Vancouver Canucks   Home","55 >","Vancouver Canucks",0
2024-03-10,"Edmonton Oilers",0.74449270317567,"Pittsburgh Penguins",0.25550729682433,"Playing At:  Pittsburgh Penguins   Home","70-80","Edmonton Oilers",1
2024-03-10,"Arizona Coyotes",0.598155722805383,"Chicago Blackhawks",0.401844277194617,"Playing At:  Chicago Blackhawks   Home","55-60","Chicago Blackhawks",0
2024-03-10,"Carolina Hurricanes",0.593552539453767,"Calgary Flames",0.406447460546233,"Playing At:  Carolina Hurricanes   Home","55-60","Carolina Hurricanes",1
2024-03-10,"New York Islanders",0.524306618150301,"Anaheim Ducks",0.475693381849699,"Playing At:  Anaheim Ducks   Home","55 >","New York Islanders",1
2024-03-10,"Minnesota Wild",0.524016449063405,"Nashville Predators",0.475983550936595,"Playing At:  Minnesota Wild   Home","55 >","Minnesota Wild",1
2024-03-11,"Winnipeg Jets",0.830258341109463,"Washington Capitals",0.169741658890537,"Playing At:  Winnipeg Jets   Home","80-85","Winnipeg Jets",1
2024-03-11,"Los Angeles Kings",0.673755887834718,"New York Islanders",0.326244112165282,"Playing At:  Los Angeles Kings   Home","60-70","Los Angeles Kings",1
2024-03-11,"New York Rangers",0.649534450191388,"New Jersey Devils",0.350465549808612,"Playing At:  New York Rangers   Home","60-70","New York Rangers",1
2024-03-11,"Boston Bruins",0.618742588267417,"St. Louis Blues",0.381257411732583,"Playing At:  Boston Bruins   Home","60-70","St. Louis Blues",0
2024-03-12,"Philadelphia Flyers",0.880925412471544,"San Jose Sharks",0.119074587528456,"Playing At:  Philadelphia Flyers   Home","85 <","Philadelphia Flyers",1
2024-03-12,"Detroit Red Wings",0.670704880796793,"Buffalo Sabres",0.329295119203207,"Playing At:  Buffalo Sabres   Home","60-70","Buffalo Sabres",0
2024-03-12,"Anaheim Ducks",0.659507736671408,"Chicago Blackhawks",0.340492263328592,"Playing At:  Chicago Blackhawks   Home","60-70","Chicago Blackhawks",0
2024-03-12,"Minnesota Wild",0.601375255842104,"Arizona Coyotes",0.398624744157896,"Playing At:  Minnesota Wild   Home","60-70","Minnesota Wild",1
2024-03-12,"Pittsburgh Penguins",0.565517438206954,"Ottawa Senators",0.434482561793046,"Playing At:  Ottawa Senators   Home","55-60","Ottawa Senators",0
2024-03-12,"Montreal Canadiens",0.524163123144057,"Columbus Blue Jackets",0.475836876855943,"Playing At:  Montreal Canadiens   Home","55 >","Montreal Canadiens",1
2024-03-12,"New York Rangers",0.523137066353311,"Carolina Hurricanes",0.476862933646689,"Playing At:  Carolina Hurricanes   Home","55 >","New York Rangers",1
2024-03-12,"Vegas Golden Knights",0.51306621053623,"Seattle Kraken",0.48693378946377,"Playing At:  Seattle Kraken   Home","55 >","Vegas Golden Knights",1
2024-03-12,"Dallas Stars",0.511067509334558,"Florida Panthers",0.488932490665442,"Playing At:  Dallas Stars   Home","55 >","Florida Panthers",0
2024-03-12,"Colorado Avalanche",0.505206926966991,"Calgary Flames",0.494793073033009,"Playing At:  Calgary Flames   Home","55 >","Colorado Avalanche",1
2024-03-13,"Edmonton Oilers",0.792257124839383,"Washington Capitals",0.207742875160617,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-03-13,"Winnipeg Jets",0.615470572380031,"Nashville Predators",0.384529427619969,"Playing At:  Winnipeg Jets   Home","60-70","Nashville Predators",0
2024-03-13,"Vancouver Canucks",0.568461420635086,"Colorado Avalanche",0.431538579364914,"Playing At:  Vancouver Canucks   Home","55-60","Colorado Avalanche",0
2024-03-13,"Los Angeles Kings",0.553681446843905,"St. Louis Blues",0.446318553156095,"Playing At:  St. Louis Blues   Home","55-60","St. Louis Blues",0
2024-03-14,"Boston Bruins",0.821033872674518,"Montreal Canadiens",0.178966127325482,"Playing At:  Montreal Canadiens   Home","80-85","Boston Bruins",1
2024-03-14,"Pittsburgh Penguins",0.794215377114906,"San Jose Sharks",0.205784622885094,"Playing At:  Pittsburgh Penguins   Home","70-80","Pittsburgh Penguins",1
2024-03-14,"Detroit Red Wings",0.712256159550506,"Arizona Coyotes",0.287743840449494,"Playing At:  Detroit Red Wings   Home","70-80","Arizona Coyotes",0
2024-03-14,"Dallas Stars",0.660001227653649,"New Jersey Devils",0.339998772346351,"Playing At:  Dallas Stars   Home","60-70","New Jersey Devils",0
2024-03-14,"Seattle Kraken",0.653652304124185,"Washington Capitals",0.346347695875815,"Playing At:  Seattle Kraken   Home","60-70","Washington Capitals",0
2024-03-14,"Minnesota Wild",0.637710868258699,"Anaheim Ducks",0.362289131741301,"Playing At:  Minnesota Wild   Home","60-70","Minnesota Wild",1
2024-03-14,"Calgary Flames",0.604096098856979,"Vegas Golden Knights",0.395903901143021,"Playing At:  Calgary Flames   Home","60-70","Calgary Flames",1
2024-03-14,"New York Rangers",0.589830307893769,"Tampa Bay Lightning",0.410169692106231,"Playing At:  Tampa Bay Lightning   Home","55-60","Tampa Bay Lightning",0
2024-03-14,"Toronto Maple Leafs",0.580820412641232,"Philadelphia Flyers",0.419179587358768,"Playing At:  Philadelphia Flyers   Home","55-60","Toronto Maple Leafs",1
