Date,Visitor,G,Home,G,,Att.,LOG,Notes
11/27/2024,Dallas Stars,2,Chicago Blackhawks,6,,19144,2:23,
11/27/2024,Vegas Golden Knights,1,Colorado Avalanche,2,SO,18078,2:38,
11/27/2024,Calgary Flames,1,Detroit Red Wings,2,OT,19515,2:36,
11/27/2024,Toronto Maple Leafs,1,Florida Panthers,5,,18563,2:30,
11/27/2024,Winnipeg Jets,1,Los Angeles Kings,4,,17395,2:29,
11/27/2024,St. Louis Blues,3,New Jersey Devils,0,,16043,2:24,
11/27/2024,Philadelphia Flyers,3,Nashville Predators,2,OT,17159,2:29,
11/27/2024,Boston Bruins,6,New York Islanders,3,,16145,2:25,
11/27/2024,Vancouver Canucks,4,Pittsburgh Penguins,5,,16016,2:20,
11/27/2024,Anaheim Ducks,5,Seattle Kraken,2,,17151,2:37,
11/27/2024,Ottawa Senators,4,San Jose Sharks,3,,10778,2:23,
11/27/2024,Washington Capitals,5,Tampa Bay Lightning,4,,19092,2:37,
11/29/2024,Los Angeles Kings,2,Anaheim Ducks,1,,17174,2:25,
11/29/2024,Pittsburgh Penguins,2,Boston Bruins,1,,17850,2:31,
11/29/2024,Vancouver Canucks,4,Buffalo Sabres,3,OT,18059,2:32,
11/29/2024,Florida Panthers,6,Carolina Hurricanes,3,,18920,2:31,
11/29/2024,Calgary Flames,2,Columbus Blue Jackets,5,,17035,2:40,
11/29/2024,Colorado Avalanche,3,Dallas Stars,5,,18532,2:35,
11/29/2024,New Jersey Devils,5,Detroit Red Wings,4,,19515,2:39,
11/29/2024,Chicago Blackhawks,2,Minnesota Wild,3,,18532,2:19,
11/29/2024,Tampa Bay Lightning,3,Nashville Predators,2,OT,18228,2:32,
11/29/2024,New York Rangers,1,Philadelphia Flyers,3,,19346,2:24,
11/29/2024,Seattle Kraken,5,San Jose Sharks,8,,14795,2:27,
11/29/2024,Edmonton Oilers,4,Utah Hockey Club,3,OT,11131,2:30,
11/29/2024,Winnipeg Jets,3,Vegas Golden Knights,4,,18044,2:22,
11/29/2024,New York Islanders,4,Washington Capitals,5,OT,18573,2:41,
11/30/2024,Edmonton Oilers,4,Colorado Avalanche,1,,18080,2:27,
11/30/2024,Carolina Hurricanes,0,Florida Panthers,6,,18648,2:39,
11/30/2024,Ottawa Senators,2,Los Angeles Kings,5,,16808,2:24,
11/30/2024,Nashville Predators,2,Minnesota Wild,3,OT,19064,2:22,
11/30/2024,Washington Capitals,6,New Jersey Devils,5,,16514,2:40,
11/30/2024,Buffalo Sabres,0,New York Islanders,3,,16299,2:32,
11/30/2024,Montreal Canadiens,3,New York Rangers,4,,18006,2:47,
11/30/2024,Calgary Flames,2,Pittsburgh Penguins,6,,16060,2:30,
11/30/2024,San Jose Sharks,4,Seattle Kraken,2,,17151,2:30,
11/30/2024,Philadelphia Flyers,3,St. Louis Blues,2,OT,16863,2:25,
11/30/2024,Toronto Maple Leafs,5,Tampa Bay Lightning,3,,19092,2:35,
11/30/2024,Utah Hockey Club,6,Vegas Golden Knights,0,,17666,2:22,
12/1/2024,Ottawa Senators,3,Anaheim Ducks,4,SO,15144,2:39,
12/1/2024,Montreal Canadiens,3,Boston Bruins,6,,17850,2:33,
12/1/2024,Columbus Blue Jackets,6,Chicago Blackhawks,3,,17393,2:30,
12/1/2024,Winnipeg Jets,1,Dallas Stars,3,,18532,2:27,
12/1/2024,Vancouver Canucks,5,Detroit Red Wings,4,OT,19515,2:42,
12/2/2024,New Jersey Devils,5,New York Rangers,1,,18006,2:32,
12/2/2024,Chicago Blackhawks,1,Toronto Maple Leafs,4,,18557,2:16,
12/2/2024,Dallas Stars,2,Utah Hockey Club,1,,11131,2:25,
12/3/2024,Detroit Red Wings,2,Boston Bruins,3,OT,17950,2:44,
12/3/2024,Colorado Avalanche,5,Buffalo Sabres,4,,14942,2:27,
12/3/2024,Seattle Kraken,4,Carolina Hurricanes,2,,18700,2:26,
12/3/2024,Columbus Blue Jackets,0,Calgary Flames,3,,17386,2:27,
12/3/2024,Vancouver Canucks,2,Minnesota Wild,3,OT,18076,2:30,
12/3/2024,New York Islanders,1,Montreal Canadiens,2,OT,21105,2:25,
12/3/2024,Florida Panthers,4,Pittsburgh Penguins,5,OT,15502,2:36,
12/3/2024,Edmonton Oilers,0,Vegas Golden Knights,1,,17887,2:24,
12/3/2024,St. Louis Blues,4,Winnipeg Jets,1,,13100,2:23,
12/3/2024,San Jose Sharks,2,Washington Capitals,1,OT,17859,2:27,
12/4/2024,Vegas Golden Knights,4,Anaheim Ducks,1,,13188,2:23,
12/4/2024,Boston Bruins,4,Chicago Blackhawks,2,,19179,2:22,
12/4/2024,Dallas Stars,2,Los Angeles Kings,3,,15010,2:22,
12/4/2024,Nashville Predators,2,Toronto Maple Leafs,3,,18611,2:26,
12/5/2024,Winnipeg Jets,3,Buffalo Sabres,2,OT,14497,2:49,
12/5/2024,Colorado Avalanche,3,Carolina Hurricanes,5,,18700,2:28,
12/5/2024,St. Louis Blues,4,Calgary Flames,3,OT,17060,2:44,
12/5/2024,Columbus Blue Jackets,3,Edmonton Oilers,6,,18347,2:27,
12/5/2024,Nashville Predators,0,Montreal Canadiens,3,,21105,2:29,
12/5/2024,Seattle Kraken,5,New York Islanders,2,,14877,2:24,
12/5/2024,Detroit Red Wings,1,Ottawa Senators,2,,16739,2:37,
12/5/2024,Florida Panthers,7,Philadelphia Flyers,5,,18206,2:40,
12/5/2024,San Jose Sharks,1,Tampa Bay Lightning,8,,19092,2:28,
12/6/2024,Minnesota Wild,5,Anaheim Ducks,1,,15171,2:28,
12/6/2024,Seattle Kraken,2,New Jersey Devils,3,,15582,2:19,
12/6/2024,Pittsburgh Penguins,2,New York Rangers,4,,18006,2:29,
12/6/2024,Washington Capitals,3,Toronto Maple Leafs,1,,18723,2:28,
12/6/2024,Columbus Blue Jackets,2,Vancouver Canucks,5,,18529,2:34,
12/6/2024,Dallas Stars,2,Vegas Golden Knights,3,,17961,2:35,
12/7/2024,Philadelphia Flyers,3,Boston Bruins,4,OT,17850,2:38,
12/7/2024,Utah Hockey Club,5,Buffalo Sabres,2,,15071,2:30,
12/7/2024,Winnipeg Jets,4,Chicago Blackhawks,2,,18581,2:18,
12/7/2024,Colorado Avalanche,2,Detroit Red Wings,1,,19515,2:29,
12/7/2024,St. Louis Blues,2,Edmonton Oilers,4,,18347,2:28,
12/7/2024,San Jose Sharks,1,Florida Panthers,3,,18646,2:34,
12/7/2024,Minnesota Wild,1,Los Angeles Kings,4,,18145,2:24,
12/7/2024,Washington Capitals,4,Montreal Canadiens,2,,21105,2:29,
12/7/2024,Carolina Hurricanes,3,New York Islanders,4,,15619,2:28,
12/7/2024,Nashville Predators,1,Ottawa Senators,3,,16741,2:37,
12/7/2024,Toronto Maple Leafs,2,Pittsburgh Penguins,5,,17290,2:24,
12/8/2024,Calgary Flames,2,Dallas Stars,6,,18532,2:35,
12/8/2024,Colorado Avalanche,4,New Jersey Devils,0,,15044,2:24,
12/8/2024,Seattle Kraken,7,New York Rangers,5,,18006,2:34,
12/8/2024,New York Islanders,4,Ottawa Senators,2,,15878,2:23,
12/8/2024,Utah Hockey Club,4,Philadelphia Flyers,2,,17462,2:32,
12/8/2024,Tampa Bay Lightning,4,Vancouver Canucks,2,,18290,2:20,
12/8/2024,Columbus Blue Jackets,4,Winnipeg Jets,1,,13887,2:21,
12/9/2024,Detroit Red Wings,6,Buffalo Sabres,5,SO,14559,2:42,
12/9/2024,Anaheim Ducks,2,Montreal Canadiens,3,SO,21105,2:39,
12/9/2024,Chicago Blackhawks,2,New York Rangers,1,,18006,2:14,
12/10/2024,San Jose Sharks,2,Carolina Hurricanes,3,,18700,2:26,
12/10/2024,Philadelphia Flyers,5,Columbus Blue Jackets,3,,15467,2:19,
12/10/2024,Tampa Bay Lightning,1,Edmonton Oilers,2,,18347,2:32,
12/10/2024,Toronto Maple Leafs,2,New Jersey Devils,1,OT,16091,2:30,
12/10/2024,Calgary Flames,4,Nashville Predators,3,,17159,2:24,
12/10/2024,Los Angeles Kings,3,New York Islanders,1,,15402,2:15,
12/10/2024,Colorado Avalanche,6,Pittsburgh Penguins,2,,15632,2:33,
12/10/2024,Florida Panthers,2,Seattle Kraken,1,SO,17151,2:38,
12/10/2024,Minnesota Wild,5,Utah Hockey Club,4,SO,11131,2:46,
12/10/2024,St. Louis Blues,4,Vancouver Canucks,3,OT,18754,2:35,
12/10/2024,Boston Bruins,1,Winnipeg Jets,8,,12921,2:37,
12/11/2024,New York Rangers,3,Buffalo Sabres,2,,15815,2:35,
12/11/2024,Anaheim Ducks,1,Ottawa Senators,5,,16893,2:31,
12/12/2024,Washington Capitals,2,Columbus Blue Jackets,1,OT,15962,2:33,
12/12/2024,Tampa Bay Lightning,8,Calgary Flames,3,,17028,2:30,
12/12/2024,Utah Hockey Club,4,Colorado Avalanche,1,,18031,2:24,
12/12/2024,Nashville Predators,4,Dallas Stars,1,,18532,2:29,
12/12/2024,Edmonton Oilers,7,Minnesota Wild,1,,18394,2:23,
12/12/2024,Pittsburgh Penguins,9,Montreal Canadiens,2,,21105,2:23,
12/12/2024,Los Angeles Kings,1,New Jersey Devils,3,,15051,2:21,
12/12/2024,Chicago Blackhawks,4,New York Islanders,5,,16170,2:26,
12/12/2024,Detroit Red Wings,1,Philadelphia Flyers,4,,18377,2:20,
12/12/2024,Boston Bruins,1,Seattle Kraken,5,,17151,2:24,
12/12/2024,San Jose Sharks,4,St. Louis Blues,3,,18096,2:18,
12/12/2024,Anaheim Ducks,2,Toronto Maple Leafs,3,,18688,2:23,
12/12/2024,Florida Panthers,0,Vancouver Canucks,4,,18614,2:25,
12/12/2024,Vegas Golden Knights,3,Winnipeg Jets,2,OT,13320,2:28,
12/13/2024,Ottawa Senators,3,Carolina Hurricanes,0,,18700,2:31,
12/14/2024,Anaheim Ducks,4,Columbus Blue Jackets,3,OT,17663,2:30,
12/14/2024,Florida Panthers,0,Calgary Flames,3,,18018,2:25,
12/14/2024,Nashville Predators,2,Colorado Avalanche,5,,18049,2:36,
12/14/2024,St. Louis Blues,1,Dallas Stars,2,OT,18532,2:39,
12/14/2024,Toronto Maple Leafs,2,Detroit Red Wings,4,,19515,2:23,
12/14/2024,Vegas Golden Knights,3,Edmonton Oilers,6,,18347,2:35,
12/14/2024,Philadelphia Flyers,1,Minnesota Wild,4,,18076,2:27,
12/14/2024,Chicago Blackhawks,1,New Jersey Devils,4,,16514,2:17,
12/14/2024,Los Angeles Kings,5,New York Rangers,1,,18006,2:25,
12/14/2024,Pittsburgh Penguins,2,Ottawa Senators,3,OT,18892,2:25,
12/14/2024,Tampa Bay Lightning,5,Seattle Kraken,1,,17151,2:26,
12/14/2024,Utah Hockey Club,4,San Jose Sharks,3,,17213,2:33,
12/14/2024,Boston Bruins,5,Vancouver Canucks,1,,18787,2:31,
12/14/2024,Montreal Canadiens,2,Winnipeg Jets,4,,15225,2:28,
12/14/2024,Buffalo Sabres,2,Washington Capitals,4,,18573,2:32,
12/15/2024,Columbus Blue Jackets,1,Carolina Hurricanes,4,,18700,2:36,
12/15/2024,New York Islanders,3,Chicago Blackhawks,5,,19264,2:26,
12/15/2024,Vegas Golden Knights,3,Minnesota Wild,2,,18771,2:34,
12/15/2024,New York Rangers,2,St. Louis Blues,3,,17569,2:33,
12/15/2024,Buffalo Sabres,3,Toronto Maple Leafs,5,,18588,2:34,
12/16/2024,Washington Capitals,1,Dallas Stars,3,,18532,2:37,
12/16/2024,Florida Panthers,6,Edmonton Oilers,5,,18347,2:39,
12/16/2024,Colorado Avalanche,1,Vancouver Canucks,3,,18856,2:24,
12/17/2024,New York Islanders,0,Carolina Hurricanes,4,,18700,2:25,
12/17/2024,Boston Bruins,4,Calgary Flames,3,OT,17536,2:28,
12/17/2024,Washington Capitals,2,Chicago Blackhawks,3,,18511,2:22,
12/17/2024,Buffalo Sabres,1,Montreal Canadiens,6,,21105,2:30,
12/17/2024,New York Rangers,0,Nashville Predators,2,,17159,2:29,
12/17/2024,Los Angeles Kings,2,Pittsburgh Penguins,3,OT,15011,2:28,
12/17/2024,Ottawa Senators,3,Seattle Kraken,0,,17151,2:23,
12/17/2024,Winnipeg Jets,4,San Jose Sharks,3,,10958,2:24,
12/17/2024,New Jersey Devils,4,St. Louis Blues,1,,18096,2:37,
12/17/2024,Columbus Blue Jackets,3,Tampa Bay Lightning,5,,19092,2:34,
12/18/2024,Winnipeg Jets,2,Anaheim Ducks,3,,16260,2:30,
12/18/2024,Toronto Maple Leafs,5,Dallas Stars,3,,18532,2:30,
12/18/2024,Philadelphia Flyers,4,Detroit Red Wings,6,,19515,2:22,
12/18/2024,Florida Panthers,6,Minnesota Wild,1,,17423,2:39,
12/18/2024,Vancouver Canucks,2,Utah Hockey Club,3,OT,11131,2:31,
12/19/2024,New Jersey Devils,2,Columbus Blue Jackets,4,,15793,2:28,
12/19/2024,Ottawa Senators,3,Calgary Flames,2,OT,17271,2:35,
12/19/2024,Seattle Kraken,1,Chicago Blackhawks,3,,18991,2:27,
12/19/2024,Boston Bruins,2,Edmonton Oilers,3,OT,18347,2:28,
12/19/2024,Pittsburgh Penguins,5,Nashville Predators,4,OT,17159,2:30,
12/19/2024,Los Angeles Kings,7,Philadelphia Flyers,3,,18551,2:30,
12/19/2024,Colorado Avalanche,4,San Jose Sharks,2,,12517,2:37,
12/19/2024,St. Louis Blues,1,Tampa Bay Lightning,3,,19092,2:28,
12/19/2024,Vancouver Canucks,1,Vegas Golden Knights,3,,17779,2:15,
12/20/2024,Colorado Avalanche,4,Anaheim Ducks,2,,16226,2:31,
12/20/2024,Toronto Maple Leafs,6,Buffalo Sabres,3,,18267,2:28,
12/20/2024,New York Rangers,3,Dallas Stars,1,,18532,2:35,
12/20/2024,Montreal Canadiens,4,Detroit Red Wings,3,,19515,2:31,
12/20/2024,St. Louis Blues,1,Florida Panthers,2,OT,18522,2:32,
12/20/2024,Utah Hockey Club,2,Minnesota Wild,1,,18088,2:24,
12/20/2024,Carolina Hurricanes,1,Washington Capitals,3,,18573,2:35,
12/21/2024,Buffalo Sabres,1,Boston Bruins,3,,17850,2:25,
12/21/2024,Chicago Blackhawks,4,Calgary Flames,6,,18760,2:35,
12/21/2024,San Jose Sharks,2,Edmonton Oilers,3,OT,18347,2:23,
12/21/2024,Detroit Red Wings,1,Montreal Canadiens,5,,21105,2:23,
12/21/2024,Pittsburgh Penguins,0,New Jersey Devils,3,,16514,2:23,
12/21/2024,Los Angeles Kings,2,Nashville Predators,3,OT,17159,2:23,
12/21/2024,Columbus Blue Jackets,4,Philadelphia Flyers,5,OT,18644,2:36,
12/21/2024,New York Islanders,6,Toronto Maple Leafs,3,,18912,2:21,
12/21/2024,Ottawa Senators,5,Vancouver Canucks,4,OT,18940,2:30,
12/21/2024,Seattle Kraken,2,Vegas Golden Knights,6,,17862,2:34,
12/21/2024,Minnesota Wild,0,Winnipeg Jets,5,,15225,2:19,
12/22/2024,Seattle Kraken,2,Colorado Avalanche,5,,18089,2:25,
12/22/2024,Ottawa Senators,1,Edmonton Oilers,3,,18347,2:22,
12/22/2024,Carolina Hurricanes,3,New York Rangers,1,,18006,2:26,
12/22/2024,Florida Panthers,4,Tampa Bay Lightning,2,,19092,2:29,
12/22/2024,Anaheim Ducks,5,Utah Hockey Club,4,SO,11131,2:45,
12/22/2024,Los Angeles Kings,1,Washington Capitals,3,,18573,2:24,
12/23/2024,Washington Capitals,1,Boston Bruins,4,,17850,2:32,
12/23/2024,Montreal Canadiens,4,Columbus Blue Jackets,5,,17875,2:37,
12/23/2024,St. Louis Blues,4,Detroit Red Wings,0,,19515,2:18,
12/23/2024,Tampa Bay Lightning,4,Florida Panthers,0,,19544,2:42,
12/23/2024,Chicago Blackhawks,3,Minnesota Wild,4,,19067,2:20,
12/23/2024,New York Rangers,0,New Jersey Devils,5,,16514,2:23,
12/23/2024,Carolina Hurricanes,2,Nashville Predators,5,,17159,2:28,
12/23/2024,Buffalo Sabres,7,New York Islanders,1,,17255,2:30,
12/23/2024,Philadelphia Flyers,3,Pittsburgh Penguins,7,,18290,2:20,
12/23/2024,Winnipeg Jets,5,Toronto Maple Leafs,2,,18923,2:28,
12/23/2024,Dallas Stars,3,Utah Hockey Club,2,,11131,2:27,
12/23/2024,San Jose Sharks,3,Vancouver Canucks,4,,18791,2:41,
12/23/2024,Anaheim Ducks,1,Vegas Golden Knights,3,,18009,2:31,
12/27/2024,Chicago Blackhawks,2,Buffalo Sabres,6,,19070,2:21,
12/27/2024,Boston Bruins,2,Columbus Blue Jackets,6,,18821,2:24,
12/27/2024,Minnesota Wild,3,Dallas Stars,2,OT,18532,2:25,
12/27/2024,Toronto Maple Leafs,5,Detroit Red Wings,2,,19515,2:20,
12/27/2024,Carolina Hurricanes,2,New Jersey Devils,4,,16629,2:22,
12/27/2024,Vegas Golden Knights,6,San Jose Sharks,3,,17435,2:30,
12/27/2024,Nashville Predators,4,St. Louis Blues,7,,18096,2:39,
12/27/2024,Colorado Avalanche,4,Utah Hockey Club,1,,11131,2:33,
12/28/2024,Philadelphia Flyers,3,Anaheim Ducks,1,,16472,2:24,
12/28/2024,Columbus Blue Jackets,0,Boston Bruins,4,,17850,2:22,
12/28/2024,New Jersey Devils,2,Carolina Hurricanes,5,,18825,2:36,
12/28/2024,Montreal Canadiens,4,Florida Panthers,0,,19483,2:23,
12/28/2024,Edmonton Oilers,3,Los Angeles Kings,4,OT,18145,2:31,
12/28/2024,Pittsburgh Penguins,3,New York Islanders,6,,17255,2:33,
12/28/2024,Calgary Flames,3,San Jose Sharks,1,,17435,2:25,
12/28/2024,New York Rangers,2,Tampa Bay Lightning,6,,19092,2:41,
12/28/2024,Washington Capitals,5,Toronto Maple Leafs,2,,19125,2:22,
12/28/2024,Seattle Kraken,5,Vancouver Canucks,4,OT,18905,2:27,
12/28/2024,Ottawa Senators,2,Winnipeg Jets,4,,14734,2:21,
12/29/2024,Edmonton Oilers,3,Anaheim Ducks,5,,16010,2:20,
12/29/2024,Dallas Stars,5,Chicago Blackhawks,1,,20627,2:26,
12/29/2024,Washington Capitals,2,Detroit Red Wings,4,,19515,2:30,
12/29/2024,Philadelphia Flyers,4,Los Angeles Kings,5,,18145,2:25,
12/29/2024,Ottawa Senators,3,Minnesota Wild,1,,18989,2:31,
12/29/2024,New York Islanders,2,Pittsburgh Penguins,3,,18357,2:33,
12/29/2024,Buffalo Sabres,4,St. Louis Blues,2,,18096,2:28,
12/29/2024,Montreal Canadiens,5,Tampa Bay Lightning,2,,19092,2:32,
12/29/2024,Calgary Flames,0,Vegas Golden Knights,3,,18269,2:32,
12/30/2024,New York Rangers,3,Florida Panthers,5,,19556,2:30,
12/30/2024,Utah Hockey Club,2,Seattle Kraken,5,,17151,2:36,
12/30/2024,Nashville Predators,0,Winnipeg Jets,3,,15225,2:26,
12/31/2024,New Jersey Devils,2,Anaheim Ducks,3,,17174,2:34,
12/31/2024,Carolina Hurricanes,3,Columbus Blue Jackets,4,SO,17712,2:47,
12/31/2024,Vancouver Canucks,1,Calgary Flames,3,,19289,2:38,
12/31/2024,St. Louis Blues,6,Chicago Blackhawks,2,,40933,2:39,at Wrigley Field (Chicago IL)
12/31/2024,Winnipeg Jets,2,Colorado Avalanche,5,,18094,2:18,
12/31/2024,Buffalo Sabres,2,Dallas Stars,4,,18532,2:22,
12/31/2024,Pittsburgh Penguins,2,Detroit Red Wings,4,,19515,2:22,
12/31/2024,Utah Hockey Club,1,Edmonton Oilers,4,,18347,2:20,
12/31/2024,Nashville Predators,3,Minnesota Wild,5,,19145,2:38,
12/31/2024,Philadelphia Flyers,4,San Jose Sharks,0,,14816,2:25,
12/31/2024,New York Islanders,1,Toronto Maple Leafs,3,,18933,2:29,
12/31/2024,Montreal Canadiens,3,Vegas Golden Knights,2,,17925,2:23,
12/31/2024,Boston Bruins,1,Washington Capitals,3,,18573,2:38,
1/1/2025,New Jersey Devils,0,Los Angeles Kings,3,,18145,2:29,
1/2/2025,Detroit Red Wings,5,Columbus Blue Jackets,4,,18370,2:22,
1/2/2025,Utah Hockey Club,5,Calgary Flames,3,,17160,2:28,
1/2/2025,Buffalo Sabres,5,Colorado Avalanche,6,OT,18081,2:46,
1/2/2025,Ottawa Senators,2,Dallas Stars,4,,18532,2:31,
1/2/2025,Carolina Hurricanes,3,Florida Panthers,1,,19434,2:43,
1/2/2025,Toronto Maple Leafs,2,New York Islanders,1,,17255,2:27,
1/2/2025,Boston Bruins,1,New York Rangers,2,,18006,2:33,
1/2/2025,Vancouver Canucks,4,Seattle Kraken,3,SO,17151,2:40,
1/2/2025,Tampa Bay Lightning,1,San Jose Sharks,2,,11103,2:18,
1/2/2025,Philadelphia Flyers,2,Vegas Golden Knights,5,,17909,2:23,
1/2/2025,Anaheim Ducks,4,Winnipeg Jets,3,OT,15225,2:25,
1/2/2025,Minnesota Wild,4,Washington Capitals,3,SO,18573,2:37,
1/3/2025,Montreal Canadiens,2,Chicago Blackhawks,4,,19620,2:25,
1/3/2025,Anaheim Ducks,2,Edmonton Oilers,3,,18347,2:23,
1/3/2025,Pittsburgh Penguins,2,Florida Panthers,3,SO,19543,2:42,
1/3/2025,Ottawa Senators,0,St. Louis Blues,4,,18096,2:26,
1/3/2025,Nashville Predators,3,Vancouver Canucks,0,,18894,2:24,
1/4/2025,Minnesota Wild,4,Carolina Hurricanes,0,,18903,2:32,
1/4/2025,St. Louis Blues,4,Columbus Blue Jackets,6,,18535,2:29,
1/4/2025,Nashville Predators,4,Calgary Flames,1,,17893,2:34,
1/4/2025,Montreal Canadiens,2,Colorado Avalanche,1,SO,18087,2:38,
1/4/2025,Utah Hockey Club,2,Dallas Stars,3,OT,18532,2:25,
1/4/2025,Tampa Bay Lightning,1,Los Angeles Kings,2,,18145,2:31,
1/4/2025,Edmonton Oilers,4,Seattle Kraken,2,,17151,2:26,
1/4/2025,New Jersey Devils,2,San Jose Sharks,3,,17435,2:30,
1/4/2025,Boston Bruins,4,Toronto Maple Leafs,6,,18996,2:31,
1/4/2025,Buffalo Sabres,1,Vegas Golden Knights,3,,18111,2:24,
1/4/2025,Detroit Red Wings,4,Winnipeg Jets,2,,14527,2:17,
1/4/2025,New York Rangers,4,Washington Capitals,7,,18573,2:45,
1/5/2025,Tampa Bay Lightning,1,Anaheim Ducks,4,,14208,2:25,
1/5/2025,New York Islanders,5,Boston Bruins,4,OT,17850,2:35,
1/5/2025,Pittsburgh Penguins,3,Carolina Hurricanes,4,OT,18891,2:33,
1/5/2025,New York Rangers,6,Chicago Blackhawks,2,,18819,2:31,
1/5/2025,Philadelphia Flyers,2,Toronto Maple Leafs,3,OT,18554,2:32,
1/6/2025,Washington Capitals,3,Buffalo Sabres,4,SO,15548,2:47,
1/6/2025,Florida Panthers,1,Colorado Avalanche,3,,18024,2:30,
1/6/2025,Vancouver Canucks,4,Montreal Canadiens,5,OT,21105,2:26,
1/6/2025,New Jersey Devils,3,Seattle Kraken,2,,17151,2:30,
1/7/2025,Calgary Flames,3,Anaheim Ducks,2,OT,17396,2:31,
1/7/2025,Edmonton Oilers,4,Boston Bruins,0,,17850,2:19,
1/7/2025,Ottawa Senators,2,Detroit Red Wings,3,OT,19515,2:33,
1/7/2025,St. Louis Blues,4,Minnesota Wild,6,,18464,2:24,
1/7/2025,Dallas Stars,5,New York Rangers,4,OT,17528,2:30,
1/7/2025,Toronto Maple Leafs,3,Philadelphia Flyers,2,,18058,2:32,
1/7/2025,Columbus Blue Jackets,4,Pittsburgh Penguins,3,SO,16060,2:34,
1/7/2025,Vegas Golden Knights,4,San Jose Sharks,2,,10802,2:20,
1/7/2025,Carolina Hurricanes,2,Tampa Bay Lightning,3,,19092,2:41,
1/7/2025,Nashville Predators,2,Winnipeg Jets,5,,13105,2:27,
1/8/2025,Colorado Avalanche,1,Chicago Blackhawks,3,,17667,2:26,
1/8/2025,Florida Panthers,4,Utah Hockey Club,1,,11131,2:30,
1/8/2025,Vancouver Canucks,1,Washington Capitals,2,OT,17941,2:39,
1/9/2025,Toronto Maple Leafs,3,Carolina Hurricanes,6,,18750,2:26,
1/9/2025,Seattle Kraken,2,Columbus Blue Jackets,6,,15497,2:21,
1/9/2025,Colorado Avalanche,6,Minnesota Wild,1,,18979,2:25,
1/9/2025,New Jersey Devils,2,New York Rangers,3,OT,18006,2:29,
1/9/2025,Buffalo Sabres,4,Ottawa Senators,0,,16276,2:29,
1/9/2025,Dallas Stars,4,Philadelphia Flyers,1,,17941,2:23,
1/9/2025,Edmonton Oilers,3,Pittsburgh Penguins,5,,17004,2:29,
1/9/2025,Anaheim Ducks,2,St. Louis Blues,6,,17176,2:23,
1/9/2025,Boston Bruins,1,Tampa Bay Lightning,4,,19092,2:44,
1/9/2025,New York Islanders,4,Vegas Golden Knights,0,,17713,2:20,
1/10/2025,Vancouver Canucks,0,Carolina Hurricanes,2,,18700,2:29,
1/10/2025,Chicago Blackhawks,3,Detroit Red Wings,5,,19515,2:20,
1/10/2025,San Jose Sharks,1,Utah Hockey Club,2,,11131,2:28,
1/10/2025,Los Angeles Kings,2,Winnipeg Jets,1,OT,14218,2:30,
1/10/2025,Montreal Canadiens,3,Washington Capitals,2,OT,18573,2:30,
1/11/2025,Seattle Kraken,6,Buffalo Sabres,2,,16759,2:32,
1/11/2025,Los Angeles Kings,1,Calgary Flames,2,,18446,2:27,
1/11/2025,Edmonton Oilers,4,Chicago Blackhawks,3,,19387,2:24,
1/11/2025,Boston Bruins,4,Florida Panthers,3,OT,19687,2:51,
1/11/2025,Dallas Stars,2,Montreal Canadiens,1,SO,21105,2:45,
1/11/2025,Tampa Bay Lightning,2,New Jersey Devils,3,OT,16514,2:30,
1/11/2025,Washington Capitals,4,Nashville Predators,1,,17159,2:28,
1/11/2025,Anaheim Ducks,0,Philadelphia Flyers,6,,19154,2:40,
1/11/2025,Ottawa Senators,5,Pittsburgh Penguins,0,,18043,2:29,
1/11/2025,Minnesota Wild,3,San Jose Sharks,1,,17435,2:22,
1/11/2025,Columbus Blue Jackets,2,St. Louis Blues,1,,17591,2:21,
1/11/2025,Vancouver Canucks,3,Toronto Maple Leafs,0,,19104,2:18,
1/11/2025,New York Islanders,2,Utah Hockey Club,1,,11131,2:28,
1/11/2025,New York Rangers,2,Vegas Golden Knights,1,,18144,2:31,
1/11/2025,Colorado Avalanche,0,Winnipeg Jets,3,,14782,2:16,
